County Name,Most Recent Date,Total Count Confirmed,Total Count Deaths,COVID-19 Positive Patients,Suspected COVID-19 Positive Patients,ICU COVID-19 Positive Patients,ICU COVID-19 Suspected Patients
Santa Clara,04/10/2020,1351,52,151,44,67,5
Santa Cruz,04/10/2020,75,1,4,11,3,5
Shasta,04/10/2020,24,3,5,7,2,1
Sierra,04/10/2020,0,0,0,0,0,0
Siskiyou,04/10/2020,5,0,0,0,0,0
Solano,04/10/2020,129,2,18,9,9,3
Sonoma,04/10/2020,129,2,4,18,1,6
Stanislaus,04/10/2020,101,0,27,17,11,3
Sutter,04/10/2020,18,2,0,0,0,0
Tehama,04/10/2020,1,0,0,1,0,0
Trinity,04/10/2020,0,0,0,0,0,0
Tulare,04/10/2020,163,11,11,10,6,1
Tuolumne,04/10/2020,0,0,0,0,0,1
Unassigned,04/10/2020,2,0,0,0,0,0
Ventura,04/10/2020,290,9,19,76,8,13
Yolo,04/10/2020,62,2,3,2,1,1
Yuba,04/10/2020,13,1,2,8,1,0
Alameda,04/11/2020,751,26,87,91,46,19
Alpine,04/11/2020,1,0,0,0,0,0
Amador,04/11/2020,6,0,0,0,0,0
Butte,04/11/2020,13,0,2,4,1,1
Calaveras,04/11/2020,5,0,0,1,0,1
Colusa,04/11/2020,3,0,0,0,0,0
Contra Costa,04/11/2020,550,12,39,38,15,15
Del Norte,04/11/2020,2,0,0,2,0,1
El Dorado,04/11/2020,29,0,17,2,0,1
Fresno,04/11/2020,201,4,28,63,11,8
Glenn,04/11/2020,3,0,0,0,0,0
Humboldt,04/11/2020,38,0,2,5,0,3
Imperial,04/11/2020,78,3,14,11,7,3
Inyo,04/11/2020,12,0,10,140,1,0
Kern,04/11/2020,304,3,32,52,17,4
Kings,04/11/2020,9,0,10,0,4,0
Lake,04/11/2020,3,0,0,0,0,0
Lassen,04/11/2020,0,0,0,4,0,0
Los Angeles,04/11/2020,8823,265,1362,905,555,135
Madera,04/11/2020,29,2,0,5,0,2
Marin,04/11/2020,136,10,2,27,1,3
Mariposa,04/11/2020,0,0,0,0,0,0
Mendocino,04/11/2020,4,0,0,1,0,1
Merced,04/11/2020,59,3,0,2,0,1
Modoc,04/11/2020,0,0,0,0,0,0
Mono,04/11/2020,20,1,0,3,0,0
Monterey,04/11/2020,78,3,18,17,5,2
Napa,04/11/2020,29,2,0,0,0,0
Nevada,04/11/2020,24,1,3,3,2,1
Orange,04/11/2020,1267,21,144,109,44,20
Placer,04/11/2020,113,7,20,19,7,4
Plumas,04/11/2020,3,0,0,0,0,0
Riverside,04/11/2020,1260,38,232,127,57,26
Sacramento,04/11/2020,685,25,67,46,29,10
San Benito,04/11/2020,33,2,2,2,0,0
San Bernardino,04/11/2020,826,28,153,213,57,42
San Diego,04/11/2020,1763,54,239,118,98,23
San Francisco,04/11/2020,860,12,82,51,28,13
San Joaquin,04/11/2020,244,15,23,14,14,5
San Luis Obispo,04/11/2020,100,1,2,10,2,5
San Mateo,04/11/2020,662,25,54,15,18,2
Santa Barbara,04/11/2020,258,2,40,16,21,4
Santa Clara,04/11/2020,1441,52,146,61,66,8
Santa Cruz,04/11/2020,79,1,4,14,3,6
Shasta,04/11/2020,24,3,5,3,2,0
Sierra,04/11/2020,0,0,0,0,0,0
Siskiyou,04/11/2020,5,0,0,0,0,0
Solano,04/11/2020,138,2,13,16,9,4
Sonoma,04/11/2020,131,2,3,19,1,4
Stanislaus,04/11/2020,119,1,23,19,8,4
Sutter,04/11/2020,18,2,0,0,0,0
Tehama,04/11/2020,1,0,0,0,0,0
Trinity,04/11/2020,0,0,0,0,0,0
Tulare,04/11/2020,168,11,12,3,4,2
Tuolumne,04/11/2020,0,0,0,2,0,0
Unassigned,04/11/2020,2,0,0,0,0,0
Ventura,04/11/2020,304,9,22,58,9,11
Yolo,04/11/2020,67,2,3,4,1,0
Yuba,04/11/2020,13,1,2,2,2,0
Alameda,04/12/2020,774,26,91,101,42,21
Alpine,04/12/2020,1,0,0,0,0,0
Amador,04/12/2020,6,0,0,0,0,0
Butte,04/12/2020,13,0,2,0,2,0
Calaveras,04/12/2020,5,0,0,2,0,2
Colusa,04/12/2020,3,0,0,0,0,0
Contra Costa,04/12/2020,553,12,46,32,16,3
Del Norte,04/12/2020,2,0,0,2,0,0
El Dorado,04/12/2020,28,0,19,1,0,0
Fresno,04/12/2020,205,4,23,46,11,4
Glenn,04/12/2020,3,0,0,0,0,0
Humboldt,04/12/2020,43,0,2,4,0,2
Imperial,04/12/2020,78,3,18,13,8,1
Inyo,04/12/2020,12,0,10,140,1,0
Kern,04/12/2020,319,3,31,28,18,3
Kings,04/12/2020,9,0,8,0,3,0
Lake,04/12/2020,3,0,0,0,0,0
Lassen,04/12/2020,0,0,0,4,0,0
Los Angeles,04/12/2020,9133,296,1433,715,559,144
Madera,04/12/2020,29,2,0,5,0,0
Marin,04/12/2020,138,10,2,24,1,1
Mariposa,04/12/2020,0,0,0,0,0,0
Mendocino,04/12/2020,4,0,0,0,0,0
Merced,04/12/2020,58,3,0,3,0,2
Modoc,04/12/2020,0,0,0,0,0,0
Mono,04/12/2020,20,1,0,3,0,0
Monterey,04/12/2020,85,3,19,13,4,4
Napa,04/12/2020,29,2,0,0,0,0
Nevada,04/12/2020,24,1,3,1,2,2
Orange,04/12/2020,1283,21,138,108,63,33
Placer,04/12/2020,114,7,19,15,6,3
Plumas,04/12/2020,3,0,0,0,0,0
Riverside,04/12/2020,1330,39,245,142,69,26
Sacramento,04/12/2020,689,25,69,46,28,9
San Benito,04/12/2020,33,2,0,0,0,0
San Bernardino,04/12/2020,827,30,157,172,63,36
San Diego,04/12/2020,1806,55,244,108,99,19
San Francisco,04/12/2020,886,12,92,44,30,7
San Joaquin,04/12/2020,246,15,25,21,10,6
San Luis Obispo,04/12/2020,102,1,2,8,2,4
San Mateo,04/12/2020,664,25,46,31,16,2
Santa Barbara,04/12/2020,261,2,42,7,21,1
Santa Clara,04/12/2020,1461,53,145,51,66,8
Santa Cruz,04/12/2020,80,1,4,15,3,6
Shasta,04/12/2020,24,3,4,3,2,0
Sierra,04/12/2020,0,0,0,0,0,0
Siskiyou,04/12/2020,5,0,0,0,0,0
Solano,04/12/2020,136,2,13,19,7,10
Sonoma,04/12/2020,131,2,3,11,1,3
Stanislaus,04/12/2020,117,1,19,19,8,3
Sutter,04/12/2020,18,2,0,0,0,0
Tehama,04/12/2020,1,0,0,3,0,0
Trinity,04/12/2020,0,0,0,0,0,0
Tulare,04/12/2020,166,11,15,4,6,1
Tuolumne,04/12/2020,0,0,0,0,0,0
Unassigned,04/12/2020,2,0,0,0,0,0
Ventura,04/12/2020,306,9,21,65,8,8
Yolo,04/12/2020,67,2,4,4,2,0
Yuba,04/12/2020,13,1,1,0,1,0
Alameda,04/13/2020,821,31,85,81,40,21
Alpine,04/13/2020,1,0,0,0,0,0
Amador,04/13/2020,6,0,0,0,0,0
Butte,04/13/2020,13,0,1,8,1,7
Calaveras,04/13/2020,5,0,0,1,0,1
Colusa,04/13/2020,3,0,0,0,0,0
Contra Costa,04/13/2020,581,13,44,44,16,5
Del Norte,04/13/2020,2,0,0,1,0,1
El Dorado,04/13/2020,30,0,19,1,0,1
Fresno,04/13/2020,209,5,22,57,12,8
Glenn,04/13/2020,3,0,0,0,0,0
Humboldt,04/13/2020,44,0,2,8,0,1
Imperial,04/13/2020,83,3,19,8,7,1
Inyo,04/13/2020,12,0,10,150,1,2
Kern,04/13/2020,379,3,39,32,18,1
Kings,04/13/2020,10,0,0,1,0,1
Lake,04/13/2020,3,0,0,2,0,1
Lassen,04/13/2020,0,0,0,4,0,0
Los Angeles,04/13/2020,9367,320,1501,793,570,150
Madera,04/13/2020,29,2,0,4,0,1
Marin,04/13/2020,144,10,2,20,2,1
Mariposa,04/13/2020,0,0,0,3,0,0
Mendocino,04/13/2020,4,0,7,1,3,0
Merced,04/13/2020,60,3,0,4,0,1
Modoc,04/13/2020,0,0,0,0,0,0
Mono,04/13/2020,21,1,0,1,0,0
Monterey,04/13/2020,89,3,22,19,4,2
Napa,04/13/2020,30,2,0,1,0,0
Nevada,04/13/2020,24,1,2,2,2,2
Orange,04/13/2020,1313,21,149,81,54,17
Placer,04/13/2020,116,7,18,9,5,3
Plumas,04/13/2020,3,0,0,1,0,0
Riverside,04/13/2020,1460,50,247,122,66,30
Sacramento,04/13/2020,724,27,73,36,28,7
San Benito,04/13/2020,33,2,1,1,0,0
San Bernardino,04/13/2020,925,31,167,155,60,24
San Diego,04/13/2020,1849,66,243,107,101,24
San Francisco,04/13/2020,959,15,89,48,30,9
San Joaquin,04/13/2020,259,17,26,16,12,8
San Luis Obispo,04/13/2020,107,1,2,5,2,2
San Mateo,04/13/2020,679,25,57,19,18,4
Santa Barbara,04/13/2020,271,2,42,7,21,2
Santa Clara,04/13/2020,1542,60,151,66,65,11
Santa Cruz,04/13/2020,82,1,4,8,3,2
Shasta,04/13/2020,24,3,3,0,2,0
Sierra,04/13/2020,0,0,0,0,0,0
Siskiyou,04/13/2020,5,0,0,2,0,2
Solano,04/13/2020,137,2,13,13,7,5
Sonoma,04/13/2020,133,2,3,14,1,3
Stanislaus,04/13/2020,132,2,21,22,9,5
Sutter,04/13/2020,18,2,0,0,0,0
Tehama,04/13/2020,1,0,0,0,0,0
Trinity,04/13/2020,0,0,0,0,0,0
Tulare,04/13/2020,186,13,14,3,6,0
Tuolumne,04/13/2020,0,0,0,0,0,0
Unassigned,04/13/2020,2,0,0,0,0,0
Ventura,04/13/2020,311,9,21,56,9,9
Yolo,04/13/2020,81,2,4,0,2,0
Yuba,04/13/2020,13,1,1,2,0,0
Alameda,04/14/2020,843,37,92,106,34,21
Alpine,04/14/2020,1,0,0,0,0,0
Amador,04/14/2020,6,0,0,0,0,0
Butte,04/14/2020,13,0,1,6,1,6
Calaveras,04/14/2020,5,0,0,1,0,0
Colusa,04/14/2020,3,0,0,0,0,0
Contra Costa,04/14/2020,617,13,37,51,15,9
Del Norte,04/14/2020,2,0,0,5,0,4
El Dorado,04/14/2020,30,0,20,3,0,0
Fresno,04/14/2020,244,5,24,45,12,8
Glenn,04/14/2020,3,0,0,0,0,0
Humboldt,04/14/2020,44,0,2,7,0,0
Imperial,04/14/2020,86,3,19,14,6,3
Inyo,04/14/2020,12,0,10,156,0,1
Kern,04/14/2020,453,3,35,23,17,3
Kings,04/14/2020,12,0,8,0,2,0
Lake,04/14/2020,3,0,0,3,0,0
Lassen,04/14/2020,0,0,0,6,0,0
Los Angeles,04/14/2020,9948,360,1587,613,588,115
Madera,04/14/2020,29,2,0,4,0,2
Marin,04/14/2020,147,10,2,23,2,3
Mariposa,04/14/2020,0,0,0,3,0,0
Mendocino,04/14/2020,4,0,0,0,0,0
Merced,04/14/2020,61,3,0,4,0,2
Modoc,04/14/2020,0,0,0,1,0,0
Mono,04/14/2020,22,1,0,1,0,0
Monterey,04/14/2020,98,3,18,13,3,0
Napa,04/14/2020,33,2,0,0,0,0
Nevada,04/14/2020,34,1,3,4,2,1
Orange,04/14/2020,1362,21,147,111,57,31
Placer,04/14/2020,117,7,17,15,5,4
Plumas,04/14/2020,3,0,0,1,0,0
Riverside,04/14/2020,1467,54,235,117,64,36
Sacramento,04/14/2020,737,28,70,46,24,8
San Benito,04/14/2020,34,2,1,1,0,0
San Bernardino,04/14/2020,933,31,166,149,59,43
San Diego,04/14/2020,1932,67,243,109,101,22
San Francisco,04/14/2020,968,15,87,53,28,5
San Joaquin,04/14/2020,280,17,22,10,12,1
San Luis Obispo,04/14/2020,109,1,3,15,2,6
San Mateo,04/14/2020,681,25,55,12,19,4
Santa Barbara,04/14/2020,292,2,42,8,19,1
Santa Clara,04/14/2020,1561,66,144,47,66,5
Santa Cruz,04/14/2020,84,1,4,4,3,0
Shasta,04/14/2020,24,3,1,4,1,2
Sierra,04/14/2020,0,0,0,0,0,0
Siskiyou,04/14/2020,5,0,0,0,0,0
Solano,04/14/2020,140,2,12,25,6,4
Sonoma,04/14/2020,133,2,3,9,1,3
Stanislaus,04/14/2020,136,4,18,25,9,7
Sutter,04/14/2020,19,2,0,0,0,0
Tehama,04/14/2020,1,0,0,0,0,0
Trinity,04/14/2020,0,0,0,0,0,0
Tulare,04/14/2020,228,13,15,5,6,0
Tuolumne,04/14/2020,0,0,0,0,0,0
Unassigned,04/14/2020,2,0,0,0,0,0
Ventura,04/14/2020,328,10,24,35,9,7
Yolo,04/14/2020,81,4,3,0,2,0
Yuba,04/14/2020,14,1,1,1,0,1
Alameda,04/15/2020,915,37,81,99,34,11
Alpine,04/15/2020,1,0,0,0,0,0
Amador,04/15/2020,7,0,0,0,0,0
Butte,04/15/2020,14,0,1,5,0,2
Calaveras,04/15/2020,9,0,0,0,0,0
Colusa,04/15/2020,3,0,0,0,0,0
Contra Costa,04/15/2020,645,14,38,41,16,8
Del Norte,04/15/2020,2,0,0,0,0,1
El Dorado,04/15/2020,33,0,0,5,0,1
Fresno,04/15/2020,264,7,25,33,12,2
Glenn,04/15/2020,3,0,0,0,0,0
Humboldt,04/15/2020,47,0,2,5,0,0
Imperial,04/15/2020,115,3,21,13,7,4
Inyo,04/15/2020,12,0,15,163,0,0
Kern,04/15/2020,500,3,40,12,16,1
Kings,04/15/2020,12,1,8,0,2,0
Lake,04/15/2020,4,0,3,3,0,2
Lassen,04/15/2020,0,0,0,6,0,0
Los Angeles,04/15/2020,10416,402,1624,632,600,139
Madera,04/15/2020,30,2,1,6,0,1
Marin,04/15/2020,162,10,4,10,2,4
Mariposa,04/15/2020,0,0,0,4,0,0
Mendocino,04/15/2020,4,0,0,0,0,0
Merced,04/15/2020,74,3,0,0,0,0
Modoc,04/15/2020,0,0,0,0,0,0
Mono,04/15/2020,22,1,0,0,0,0
Monterey,04/15/2020,106,3,20,11,4,1
Napa,04/15/2020,34,2,0,0,0,0
Nevada,04/15/2020,34,1,3,4,2,1
Orange,04/15/2020,1377,22,156,103,73,27
Placer,04/15/2020,123,7,13,11,2,4
Plumas,04/15/2020,4,0,0,0,0,0
Riverside,04/15/2020,1723,59,207,155,70,29
Sacramento,04/15/2020,839,28,66,60,20,14
San Benito,04/15/2020,34,2,1,0,0,0
San Bernardino,04/15/2020,1063,37,149,109,65,39
San Diego,04/15/2020,2014,67,236,112,98,23
San Francisco,04/15/2020,1006,17,87,84,25,7
San Joaquin,04/15/2020,329,17,21,21,10,3
San Luis Obispo,04/15/2020,112,1,2,6,2,4
San Mateo,04/15/2020,707,25,53,18,14,4
Santa Barbara,04/15/2020,317,2,37,7,17,2
Santa Clara,04/15/2020,1692,66,144,42,65,6
Santa Cruz,04/15/2020,92,1,4,2,3,2
Shasta,04/15/2020,25,3,1,1,1,0
Sierra,04/15/2020,0,0,0,0,0,0
Siskiyou,04/15/2020,5,0,2,0,0,2
Solano,04/15/2020,153,2,9,14,6,4
Sonoma,04/15/2020,140,2,3,13,1,7
Stanislaus,04/15/2020,174,4,19,17,7,4
Sutter,04/15/2020,19,2,0,0,0,0
Tehama,04/15/2020,1,1,0,0,0,0
Trinity,04/15/2020,0,0,0,0,0,0
Tulare,04/15/2020,289,15,18,3,7,0
Tuolumne,04/15/2020,1,0,0,0,0,0
Unassigned,04/15/2020,2,0,0,0,0,0
Ventura,04/15/2020,365,13,25,57,8,16
Yolo,04/15/2020,93,7,2,1,2,0
Yuba,04/15/2020,15,1,0,2,0,2
Alameda,04/16/2020,981,44,73,82,31,9
Alpine,04/16/2020,1,0,0,0,0,0
Amador,04/16/2020,7,0,0,0,0,0
Butte,04/16/2020,15,0,1,10,0,3
Calaveras,04/16/2020,10,0,0,1,0,1
Colusa,04/16/2020,3,0,0,1,0,1
Contra Costa,04/16/2020,675,16,37,59,14,13
Del Norte,04/16/2020,2,0,0,3,0,0
El Dorado,04/16/2020,34,0,0,5,0,0
Fresno,04/16/2020,289,7,33,33,12,4
Glenn,04/16/2020,3,0,0,0,0,0
Humboldt,04/16/2020,47,0,1,5,4,2
Imperial,04/16/2020,132,3,21,7,9,1
Inyo,04/16/2020,17,0,0,3,0,1
Kern,04/16/2020,587,3,41,19,17,0
Kings,04/16/2020,12,1,8,0,2,0
Lake,04/16/2020,6,0,1,0,0,0
Lassen,04/16/2020,0,0,0,5,0,0
Los Angeles,04/16/2020,10786,455,1679,620,594,108
Madera,04/16/2020,34,2,0,7,0,0
Marin,04/16/2020,170,10,5,7,2,1
Mariposa,04/16/2020,1,0,0,1,0,0
Mendocino,04/16/2020,4,0,0,0,0,0
Merced,04/16/2020,76,3,1,1,0,0
Modoc,04/16/2020,0,0,0,2,0,0
Mono,04/16/2020,22,1,0,0,0,0
Monterey,04/16/2020,116,3,20,22,4,0
Napa,04/16/2020,44,2,0,0,0,0
Nevada,04/16/2020,34,1,3,3,2,2
Orange,04/16/2020,1439,26,152,117,55,25
Placer,04/16/2020,129,8,12,18,1,1
Plumas,04/16/2020,4,0,0,0,0,0
Riverside,04/16/2020,1913,65,216,150,72,34
Sacramento,04/16/2020,865,32,64,54,25,13
San Benito,04/16/2020,36,2,1,0,0,0
San Bernardino,04/16/2020,1143,39,164,124,60,25
San Diego,04/16/2020,2089,77,231,111,94,19
San Francisco,04/16/2020,1039,17,84,35,31,9
San Joaquin,04/16/2020,345,17,21,16,11,2
San Luis Obispo,04/16/2020,113,1,3,11,3,0
San Mateo,04/16/2020,745,25,54,18,13,3
Santa Barbara,04/16/2020,331,2,37,4,16,0
Santa Clara,04/16/2020,1789,69,134,48,69,8
Santa Cruz,04/16/2020,90,2,4,3,3,1
Shasta,04/16/2020,25,3,1,0,1,0
Sierra,04/16/2020,0,0,0,0,0,0
Siskiyou,04/16/2020,5,0,0,2,0,1
Solano,04/16/2020,162,2,9,15,6,4
Sonoma,04/16/2020,145,2,3,10,1,3
Stanislaus,04/16/2020,185,4,18,19,6,3
Sutter,04/16/2020,21,2,0,0,0,0
Tehama,04/16/2020,1,1,0,1,0,0
Trinity,04/16/2020,0,0,0,0,0,0
Tulare,04/16/2020,305,17,22,5,8,1
Tuolumne,04/16/2020,1,0,0,0,0,0
Unassigned,04/16/2020,4,0,0,0,0,0
Ventura,04/16/2020,384,13,24,52,7,10
Yolo,04/16/2020,98,7,2,1,1,0
Yuba,04/16/2020,14,1,0,2,0,2
Alameda,04/17/2020,1043,44,85,91,35,18
Alpine,04/17/2020,1,0,0,0,0,0
Amador,04/17/2020,7,0,0,0,0,0
Butte,04/17/2020,15,0,1,9,0,6
Calaveras,04/17/2020,11,0,0,2,0,2
Colusa,04/17/2020,3,0,0,1,0,1
Contra Costa,04/17/2020,687,19,34,46,13,11
Del Norte,04/17/2020,2,0,0,4,0,1
El Dorado,04/17/2020,35,0,0,6,0,1
Fresno,04/17/2020,315,7,31,29,12,2
Glenn,04/17/2020,3,0,0,0,0,0
Humboldt,04/17/2020,52,0,0,4,2,1
Imperial,04/17/2020,135,3,19,15,10,2
Inyo,04/17/2020,17,0,0,3,0,1
Kern,04/17/2020,612,3,36,16,18,1
Kings,04/17/2020,15,1,7,0,2,0
Lake,04/17/2020,6,0,0,6,0,1
Lassen,04/17/2020,0,0,0,5,0,0
Los Angeles,04/17/2020,11354,495,1720,634,594,105
Madera,04/17/2020,34,2,0,5,0,0
Marin,04/17/2020,189,10,4,2,2,0
Mariposa,04/17/2020,0,0,0,1,0,0
Mendocino,04/17/2020,4,0,0,0,0,0
Merced,04/17/2020,80,3,0,4,0,2
Modoc,04/17/2020,0,0,0,1,0,0
Mono,04/17/2020,22,1,0,0,0,0
Monterey,04/17/2020,119,3,22,25,3,1
Napa,04/17/2020,46,2,0,1,0,0
Nevada,04/17/2020,34,1,2,4,1,3
Orange,04/17/2020,1496,28,160,124,58,15
Placer,04/17/2020,130,8,12,17,1,2
Plumas,04/17/2020,4,0,0,1,0,0
Riverside,04/17/2020,2080,73,215,144,69,23
Sacramento,04/17/2020,882,32,63,46,24,18
San Benito,04/17/2020,38,2,1,0,0,0
San Bernardino,04/17/2020,1229,55,165,123,62,29
San Diego,04/17/2020,2160,83,232,111,92,21
San Francisco,04/17/2020,1090,20,79,36,28,8
San Joaquin,04/17/2020,356,17,23,23,10,3
San Luis Obispo,04/17/2020,116,1,3,11,3,2
San Mateo,04/17/2020,768,28,51,16,16,1
Santa Barbara,04/17/2020,349,3,36,6,16,0
Santa Clara,04/17/2020,1834,73,140,60,71,11
Santa Cruz,04/17/2020,94,2,2,3,1,2
Shasta,04/17/2020,26,3,1,0,1,0
Sierra,04/17/2020,0,0,0,0,0,0
Siskiyou,04/17/2020,5,0,0,3,0,0
Solano,04/17/2020,173,2,10,11,5,1
Sonoma,04/17/2020,167,2,2,6,1,3
Stanislaus,04/17/2020,201,4,15,17,7,2
Sutter,04/17/2020,20,2,0,0,0,0
Tehama,04/17/2020,1,1,0,0,0,0
Trinity,04/17/2020,0,0,0,0,0,0
Tulare,04/17/2020,370,17,23,5,7,1
Tuolumne,04/17/2020,2,0,0,0,0,0
Unassigned,04/17/2020,2,0,0,0,0,0
Ventura,04/17/2020,398,13,23,33,8,11
Yolo,04/17/2020,117,8,4,0,1,0
Yuba,04/17/2020,14,1,0,5,0,4
Alameda,04/18/2020,1085,44,82,73,36,16
Alpine,04/18/2020,1,0,0,0,0,0
Amador,04/18/2020,7,0,0,0,0,0
Butte,04/18/2020,15,0,1,4,0,2
Calaveras,04/18/2020,12,0,0,0,0,0
Colusa,04/18/2020,3,0,0,0,0,0
Contra Costa,04/18/2020,721,19,35,44,13,8
Del Norte,04/18/2020,2,0,0,2,0,1
El Dorado,04/18/2020,36,0,0,8,0,2
Fresno,04/18/2020,319,7,32,35,13,2
Glenn,04/18/2020,3,0,0,0,0,0
Humboldt,04/18/2020,52,0,0,4,0,0
Imperial,04/18/2020,137,3,21,12,9,4
Inyo,04/18/2020,17,0,1,1,1,0
Kern,04/18/2020,626,3,33,14,18,2
Kings,04/18/2020,17,1,8,0,2,0
Lake,04/18/2020,6,0,0,0,0,0
Lassen,04/18/2020,0,0,0,1,0,0
Los Angeles,04/18/2020,11984,576,1709,578,586,110
Madera,04/18/2020,34,2,0,7,0,0
Marin,04/18/2020,193,10,3,1,1,0
Mariposa,04/18/2020,0,0,0,0,0,0
Mendocino,04/18/2020,4,0,0,0,0,0
Merced,04/18/2020,82,3,0,3,0,0
Modoc,04/18/2020,0,0,0,1,0,0
Mono,04/18/2020,22,1,0,0,0,0
Monterey,04/18/2020,135,3,26,21,2,0
Napa,04/18/2020,49,2,0,0,0,0
Nevada,04/18/2020,34,1,4,5,1,4
Orange,04/18/2020,1569,32,157,120,64,23
Placer,04/18/2020,130,8,11,17,1,2
Plumas,04/18/2020,4,0,0,1,0,0
Riverside,04/18/2020,2257,78,223,118,71,19
Sacramento,04/18/2020,901,33,65,46,22,17
San Benito,04/18/2020,40,2,0,0,0,0
San Bernardino,04/18/2020,1255,57,161,108,61,22
San Diego,04/18/2020,2215,83,223,97,90,18
San Francisco,04/18/2020,1144,20,74,29,27,7
San Joaquin,04/18/2020,392,17,23,27,11,4
San Luis Obispo,04/18/2020,129,1,3,12,3,2
San Mateo,04/18/2020,821,28,49,12,16,0
Santa Barbara,04/18/2020,372,4,31,9,15,4
Santa Clara,04/18/2020,1862,73,137,52,67,13
Santa Cruz,04/18/2020,96,2,2,2,1,1
Shasta,04/18/2020,26,3,1,1,1,0
Sierra,04/18/2020,0,0,0,0,0,0
Siskiyou,04/18/2020,5,0,0,1,0,1
Solano,04/18/2020,175,2,9,11,6,1
Sonoma,04/18/2020,168,2,2,4,1,1
Stanislaus,04/18/2020,216,4,14,23,5,1
Sutter,04/18/2020,21,2,0,0,0,0
Tehama,04/18/2020,1,1,0,0,0,0
Trinity,04/18/2020,0,0,0,0,0,0
Tulare,04/18/2020,385,17,27,0,9,0
Tuolumne,04/18/2020,2,0,0,0,0,0
Unassigned,04/18/2020,3,0,0,0,0,0
Ventura,04/18/2020,416,13,25,28,9,5
Yolo,04/18/2020,118,8,4,0,1,0
Yuba,04/18/2020,14,1,0,3,0,2
Alameda,04/19/2020,1134,44,84,63,37,5
Alpine,04/19/2020,1,0,0,0,0,0
Amador,04/19/2020,7,0,0,0,0,0
Butte,04/19/2020,15,0,1,3,0,1
Calaveras,04/19/2020,12,0,0,0,0,0
Colusa,04/19/2020,3,0,1,0,0,0
Contra Costa,04/19/2020,731,20,34,40,14,7
Del Norte,04/19/2020,2,0,0,0,0,0
El Dorado,04/19/2020,36,0,0,11,0,3
Fresno,04/19/2020,326,7,32,35,14,2
Glenn,04/19/2020,3,0,0,0,0,0
Humboldt,04/19/2020,53,0,0,3,0,0
Imperial,04/19/2020,144,3,25,8,11,2
Inyo,04/19/2020,17,0,1,0,1,0
Kern,04/19/2020,629,3,34,20,18,2
Kings,04/19/2020,17,1,8,0,3,0
Lake,04/19/2020,6,0,0,2,0,0
Lassen,04/19/2020,0,0,0,1,0,0
Los Angeles,04/19/2020,12299,600,1739,549,595,115
Madera,04/19/2020,34,2,0,7,0,0
Marin,04/19/2020,194,10,3,7,1,3
Mariposa,04/19/2020,0,0,0,0,0,0
Mendocino,04/19/2020,4,0,0,0,0,0
Merced,04/19/2020,85,3,0,2,0,1
Modoc,04/19/2020,0,0,0,0,0,0
Mono,04/19/2020,23,1,0,0,0,0
Monterey,04/19/2020,140,4,25,6,2,0
Napa,04/19/2020,49,2,0,3,0,0
Nevada,04/19/2020,34,1,1,4,1,4
Orange,04/19/2020,1591,32,162,130,73,24
Placer,04/19/2020,131,8,11,12,1,5
Plumas,04/19/2020,4,0,0,0,0,0
Riverside,04/19/2020,2316,83,236,113,76,22
Sacramento,04/19/2020,912,34,65,39,22,11
San Benito,04/19/2020,40,2,0,0,0,0
San Bernardino,04/19/2020,1262,58,158,97,62,17
San Diego,04/19/2020,2270,83,226,94,92,26
San Francisco,04/19/2020,1153,20,73,34,27,10
San Joaquin,04/19/2020,404,17,23,16,12,2
San Luis Obispo,04/19/2020,132,1,2,7,2,1
San Mateo,04/19/2020,845,31,53,6,18,0
Santa Barbara,04/19/2020,377,4,29,7,16,1
Santa Clara,04/19/2020,1878,79,143,32,67,5
Santa Cruz,04/19/2020,98,2,2,3,1,0
Shasta,04/19/2020,26,3,1,0,1,0
Sierra,04/19/2020,0,0,0,0,0,0
Siskiyou,04/19/2020,5,0,0,1,0,1
Solano,04/19/2020,174,2,11,10,6,3
Sonoma,04/19/2020,172,2,2,8,0,2
Stanislaus,04/19/2020,221,4,13,16,5,3
Sutter,04/19/2020,21,2,0,0,0,0
Tehama,04/19/2020,1,1,0,0,0,0
Trinity,04/19/2020,0,0,0,0,0,0
Tulare,04/19/2020,391,17,27,0,9,0
Tuolumne,04/19/2020,2,0,0,0,0,0
Unassigned,04/19/2020,1,0,0,0,0,0
Ventura,04/19/2020,418,13,26,26,9,4
Yolo,04/19/2020,120,8,6,0,0,0
Yuba,04/19/2020,15,1,0,2,0,2
Alameda,04/20/2020,1181,50,85,52,38,4
Alpine,04/20/2020,1,0,0,0,0,0
Amador,04/20/2020,7,0,0,0,0,0
Butte,04/20/2020,15,0,1,2,0,1
Calaveras,04/20/2020,12,0,0,1,0,0
Colusa,04/20/2020,3,0,1,0,0,0
Contra Costa,04/20/2020,753,22,37,28,13,8
Del Norte,04/20/2020,2,0,0,2,0,1
El Dorado,04/20/2020,36,0,0,4,0,0
Fresno,04/20/2020,356,7,35,30,15,1
Glenn,04/20/2020,3,0,0,0,0,0
Humboldt,04/20/2020,53,0,0,6,0,0
Imperial,04/20/2020,149,3,25,9,11,2
Inyo,04/20/2020,17,0,1,0,1,0
Kern,04/20/2020,651,3,34,11,13,1
Kings,04/20/2020,19,1,8,0,3,0
Lake,04/20/2020,6,0,0,2,0,1
Lassen,04/20/2020,0,0,0,1,0,0
